"ID","word","total"
4548,"excessive",4
4549,"excited",4
4550,"excuses",4
4551,"existence",4
4552,"expect",4
4553,"expectations",4
4554,"extendo",4
4555,"extortion",4
4556,"eyeball",4
4557,"factory",4
4558,"fad",4
4559,"fah",4
4560,"fakin",4
4561,"fanny",4
4562,"fantastic",4
4563,"favors",4
4564,"feathers",4
4565,"feline",4
4566,"felony",4
4567,"ferg",4
4568,"ferrari",4
4569,"fetish",4
4570,"fetty",4
4571,"fiel",4
4572,"fiends",4
4573,"fil",4
4574,"fillin",4
4575,"finding",4
4576,"fires",4
4577,"fishscale",4
4578,"flashin",4
4579,"flick",4
4580,"flinch",4
4581,"fn's",4
4582,"follows",4
4583,"fools",4
4584,"foreigns",4
4585,"forgettin",4
4586,"forgiven",4
4587,"forgiveness",4
4588,"fox",4
4589,"freakin",4
4590,"freezin",4
4591,"fresher",4
4592,"fugazi",4
4593,"gasta",4
4594,"gats",4
4595,"genuino",4
4596,"glee",4
4597,"glizzies",4
4598,"glocky",4
4599,"gloves",4
4600,"glows",4
4601,"goal",4
4602,"gobblin",4
4603,"goblin",4
4604,"goner",4
4605,"grabbin",4
4606,"graduate",4
4607,"grandpas",4
4608,"gravy",4
4609,"greats",4
4610,"groupie",4
4611,"growin",4
4612,"grraow",4
4613,"grrt",4
4614,"guaranteed",4
4615,"gustaba",4
4616,"hahahaha",4
4617,"handouts",4
4618,"harden",4
4619,"harm",4
4620,"headache",4
4621,"headlights",4
4622,"headphones",4
4623,"heated",4
4624,"heh",4
4625,"hid",4
4626,"highest",4
4627,"hijo",4
4628,"historia",4
4629,"history'cause",4
4630,"homes",4
4631,"honor",4
4632,"hoodie",4
4633,"hotlanta",4
4634,"hottest",4
4635,"houses",4
4636,"hustlin",4
4637,"id",4
4638,"imagination",4
4639,"immunity",4
4640,"impact",4
4641,"impossible",4
4642,"indifference",4
4643,"inhale",4
4644,"insomnia",4
4645,"instagram",4
4646,"intentar",4
4647,"interest",4
4648,"interstate",4
4649,"invented",4
4650,"invoice",4
4651,"jackboys",4
4652,"jajajaja",4
4653,"jamás",4
4654,"jeez",4
4655,"jeje",4
4656,"jeremy",4
4657,"jersey",4
4658,"jetski",4
4659,"johns",4
4660,"joking",4
4661,"ju",4
4662,"jubilee",4
4663,"judged",4
4664,"jumping",4
4665,"junkie",4
4666,"junkies",4
4667,"karats",4
4668,"keef",4
4669,"kennel",4
4670,"kingdom",4
4671,"kingpin",4
4672,"kneel",4
4673,"kodak",4
4674,"kool",4
4675,"krazy",4
4676,"kulture",4
4677,"l.a",4
4678,"landed",4
4679,"largest",4
4680,"lasts",4
4681,"laughter",4
4682,"lawyers",4
4683,"leader",4
4684,"leanin",4
4685,"lear",4
4686,"leash",4
4687,"legendary",4
4688,"lemons",4
4689,"lethal",4
4690,"lets",4
4691,"libs",4
4692,"license",4
4693,"lickin",4
4694,"lifetimes",4
4695,"limo",4
4696,"lined",4
4697,"livin's",4
4698,"llamándome",4
4699,"llamas",4
4700,"llega",4
4701,"locksmith",4
4702,"loft",4
4703,"logic",4
4704,"lone",4
4705,"losses",4
4706,"louie",4
4707,"luz",4
4708,"ly",4
4709,"mai",4
4710,"maid",4
4711,"major",4
4712,"mama's",4
4713,"maniac",4
4714,"manners",4
4715,"manual",4
4716,"margarita",4
4717,"margielas",4
4718,"martin",4
4719,"mary",4
4720,"mass",4
4721,"meals",4
4722,"meaning",4
4723,"medicate",4
4724,"medicine",4
4725,"melody",4
4726,"menos",4
4727,"mentally",4
4728,"mente",4
4729,"meteorito",4
4730,"mgall",4
4731,"mickey",4
4732,"microphone",4
4733,"migo",4
4734,"miller",4
4735,"minds",4
4736,"mío",4
4737,"mislead",4
4738,"mismo",4
4739,"missile",4
4740,"moan",4
4741,"moments",4
4742,"mondays",4
4743,"moody",4
4744,"moonlight",4
4745,"motel",4
4746,"motherfuck",4
4747,"mucha",4
4748,"muddy",4
4749,"muerta",4
4750,"muerte",4
4751,"mula",4
4752,"nalga",4
4753,"nana",4
4754,"narcs",4
4755,"nation",4
4756,"naughtier",4
4757,"neighbor",4
4758,"net",4
4759,"nickel",4
4760,"nightfall",4
4761,"noisy",4
4762,"non",4
4763,"nosed",4
4764,"nothin'i",4
4765,"nova",4
4766,"oak",4
4767,"oasis",4
4768,"obama",4
4769,"obsessed",4
4770,"offering",4
4771,"oooh",4
4772,"orbit",4
4773,"ot",4
4774,"other's",4
4775,"owen",4
4776,"oxycontin",4
4777,"pac",4
4778,"packin",4
4779,"pam",4
4780,"pan",4
4781,"parar",4
4782,"parked",4
4783,"parking",4
4784,"parte",4
4785,"passenger",4
4786,"pateks",4
4787,"path",4
4788,"payroll",4
4789,"pays",4
4790,"peaceful",4
4791,"pennsylvania",4
4792,"pensando",4
4793,"percentage",4
4794,"perderte",4
4795,"perdió",4
4796,"perform",4
4797,"petty",4
4798,"pfft",4
4799,"photo",4
4800,"picheo",4
4801,"picking",4
4802,"pig",4
4803,"pint",4
4804,"piranha",4
4805,"pistols",4
4806,"pit",4
4807,"pity",4
4808,"plot",4
4809,"polish",4
4810,"politickin",4
4811,"poquito",4
4812,"powder",4
4813,"powerful",4
4814,"pregnant",4
4815,"preocupe",4
4816,"prepare",4
4817,"presi",4
4818,"president",4
4819,"pretendes",4
4820,"princess",4
4821,"probar",4
4822,"profane",4
4823,"promised",4
4824,"promo",4
4825,"proper",4
4826,"provoca",4
4827,"pudding",4
4828,"puerta",4
4829,"puff",4
4830,"pumps",4
4831,"punani",4
4832,"puse",4
4833,"qualified",4
4834,"rackie",4
4835,"raf",4
4836,"ras",4
4837,"rasta",4
4838,"readin",4
4839,"reading",4
4840,"realer",4
4841,"rebound",4
4842,"receipts",4
4843,"redd",4
4844,"reeling",4
4845,"relentless",4
4846,"rellymade",4
4847,"reminisce",4
4848,"reminiscin",4
4849,"remy",4
4850,"rented",4
4851,"repent",4
4852,"repito",4
4853,"resist",4
4854,"response",4
4855,"return",4
4856,"reverend",4
4857,"rhythm",4
4858,"ricky",4
4859,"ripped",4
4860,"risky",4
4861,"riverside",4
4862,"roarin",4
4863,"robbery",4
4864,"roc",4
4865,"rollies",4
4866,"romance",4
4867,"romeo",4
4868,"rooms",4
4869,"rotate",4
4870,"rovers",4
4871,"roxies",4
4872,"rrah",4
4873,"rubbers",4
4874,"rubbin",4
4875,"rugby",4
4876,"saben",4
4877,"salió",4
4878,"salute",4
4879,"san",4
4880,"santo",4
4881,"sassy",4
4882,"saudi",4
4883,"sauna",4
4884,"scammin",4
4885,"schemin",4
4886,"science",4
4887,"sealed",4
4888,"search",4
4889,"seas",4
4890,"secluded",4
4891,"security",4
4892,"seek",4
4893,"seemed",4
4894,"sentimental",4
4895,"sentimiento",4
4896,"separation",4
4897,"sequins",4
4898,"served",4
4899,"serving",4
4900,"sets",4
4901,"sharin",4
4902,"she'd",4
4903,"shiver",4
4904,"shrimp",4
4905,"sienta",4
4906,"simons",4
4907,"simp",4
4908,"simply",4
4909,"sixty",4
4910,"skies",4
4911,"skipping",4
4912,"skirt",4
4913,"skype",4
4914,"slammed",4
4915,"slang",4
4916,"slatts",4
4917,"sloppy",4
4918,"slurp",4
4919,"smack",4
4920,"smacked",4
4921,"smart",4
4922,"smelly",4
4923,"smut",4
4924,"snappin",4
4925,"sneakers",4
4926,"snoop",4
4927,"snooze",4
4928,"soaking",4
4929,"soledad",4
4930,"sólido",4
4931,"solita",4
4932,"somebody's",4
4933,"sour",4
4934,"southside",4
4935,"speaking",4
4936,"spitter",4
4937,"spotlight",4
4938,"spring",4
4939,"sprinter",4
4940,"stab",4
4941,"stabbed",4
4942,"stamina",4
4943,"station",4
4944,"steak",4
4945,"stiff",4
4946,"stingy",4
4947,"strand",4
4948,"straps",4
4949,"streams",4
4950,"strength",4
4951,"strippers",4
4952,"student",4
4953,"stumblin",4
4954,"styles",4
4955,"sub",4
4956,"suburbans",4
4957,"success",4
4958,"sung",4
4959,"sweater",4
4960,"swisher",4
4961,"sympathy",4
4962,"symptoms",4
4963,"taco",4
4964,"tainy",4
4965,"takeoff",4
4966,"tame",4
4967,"tarde",4
4968,"tattooed",4
4969,"teal",4
4970,"teardrops",4
4971,"televised",4
4972,"teller",4
4973,"tenía",4
4974,"themoney",4
4975,"theyself",4
4976,"thinks",4
4977,"threat",4
4978,"throne",4
4979,"thumbs",4
4980,"tide",4
4981,"tiffany",4
4982,"timin",4
4983,"tina",4
4984,"tjay",4
4985,"tnt",4
4986,"toby",4
4987,"todavía",4
4988,"todos",4
4989,"tomato",4
4990,"tomatoes",4
4991,"tomó",4
4992,"toot",4
4993,"tops",4
4994,"touchdown",4
4995,"trail",4
4996,"traphouse",4
4997,"treaty",4
4998,"trill",4
4999,"tripped",4
5000,"trophies",4
5001,"trucks",4
5002,"trusted",4
5003,"tunnel",4
5004,"twat",4
5005,"tweakin",4
5006,"twist",4
5007,"ty",4
5008,"ufo",4
5009,"unbothered",4
5010,"uncomfortable",4
5011,"undone",4
5012,"universe",4
5013,"unsaid",4
5014,"vagina",4
5015,"valor",4
5016,"vase",4
5017,"vault",4
5018,"ven",4
5019,"verses",4
5020,"verte",4
5021,"vibrate",4
5022,"videos",4
5023,"views",4
5024,"ville",4
5025,"vintage",4
5026,"visto",4
5027,"voodoo",4
5028,"vvss",4
5029,"walmart",4
5030,"wastin",4
5031,"watches",4
5032,"wayne",4
5033,"weighin",4
5034,"whatcha",4
5035,"where'd",4
5036,"whether",4
5037,"whistled",4
5038,"why'd",4
5039,"willie",4
5040,"wishlist",4
5041,"woes",4
5042,"wolves",4
5043,"woods",4
5044,"wop",4
5045,"works",4
5046,"wrapper",4
5047,"yankee",4
5048,"yao",4
5049,"ye",4
5050,"zaddy",4
5051,"같아",4
5052,"길",4
5053,"누가",4
5054,"다른",4
5055,"된",4
5056,"못",4
5057,"봐",4
5058,"속",4
5059,"수",4
5060,"아닌",4
5061,"없는",4
5062,"여긴",4
5063,"올라타봐",4
5064,"우린",4
5065,"원해",4
5066,"ねえ",4
5067,"は",4
5068,"海",4
5069,"私",4
5070,"遠く",4
5071,"03",3
5072,"10k",3
5073,"150",3
5074,"1600",3
5075,"180",3
5076,"2006",3
5077,"22",3
5078,"2k",3
5079,"2pac",3
5080,"35",3
5081,"38s",3
5082,"4pf",3
5083,"4x",3
5084,"6ix",3
5085,"7.62",3
5086,"911",3
5087,"a.m",3
5088,"a'ight",3
5089,"aah",3
5090,"abide",3
5091,"able",3
5092,"acabó",3
5093,"acid",3
5094,"acres",3
5095,"adrenalina",3
5096,"advantage",3
5097,"africa",3
5098,"afterglow",3
5099,"ages",3
5100,"aid",3
5101,"alexa",3
5102,"alight",3
5103,"almond",3
5104,"also",3
5105,"although",3
5106,"alyx",3
5107,"amen",3
5108,"americana",3
5109,"andamo",3
5110,"animosity",3
5111,"anxious",3
5112,"anytime",3
5113,"apes",3
5114,"approach",3
5115,"archer",3
5116,"area",3
5117,"arguin",3
5118,"arguing",3
5119,"armstrong",3
5120,"asap",3
5121,"ashamed",3
5122,"ashes",3
5123,"ashin",3
5124,"asks",3
5125,"asscheeks",3
5126,"asses",3
5127,"asthma",3
5128,"atención",3
5129,"attracted",3
5130,"attraction",3
5131,"audemar",3
5132,"autos",3
5133,"autumn",3
5134,"awards",3
5135,"awesome",3
5136,"ayatollah",3
5137,"azul",3
5138,"babysitter",3
5139,"backstreets",3
5140,"badge",3
5141,"baes",3
5142,"bake",3
5143,"baller",3
5144,"baloney",3
5145,"bamba",3
5146,"bamboo",3
5147,"barbecue",3
5148,"bark",3
5149,"barry",3
5150,"basketball",3
5151,"bazaar",3
5152,"bdb",3
5153,"beads",3
5154,"beans",3
5155,"beatles",3
5156,"beatz",3
5157,"begins",3
5158,"behalf",3
5159,"behave",3
5160,"believers",3
5161,"bellaqueo",3
5162,"belongs",3
5163,"beretta",3
5164,"besides",3
5165,"bestie",3
5166,"beyoncé",3
5167,"bezel",3
5168,"billboard",3
5169,"billy",3
5170,"bimmer",3
5171,"birth",3
5172,"bishop",3
5173,"bitin",3
5174,"blackin",3
5175,"blanco",3
5176,"bleachers",3
5177,"bleedin",3
5178,"blendin",3
5179,"blessin",3
5180,"blicked",3
5181,"blinding",3
5182,"blindsides",3
5183,"blitzen",3
5184,"blooded",3
5185,"blur",3
5186,"bm",3
5187,"boardin",3
5188,"bobos",3
5189,"boca",3
5190,"bootin",3
5191,"boppin",3
5192,"boté",3
5193,"bother",3
5194,"bouncing",3
5195,"bounds",3
5196,"bourbon",3
5197,"bracelet",3
5198,"braces",3
5199,"bragging",3
5200,"braids",3
5201,"breakable",3
5202,"brighter",3
5203,"brûlée",3
5204,"bubble",3
5205,"buckles",3
5206,"buddies",3
5207,"buildin",3
5208,"bully",3
5209,"bun",3
5210,"bundles",3
5211,"burden",3
5212,"burners",3
5213,"burr",3
5214,"bursts",3
5215,"bush",3
5216,"bussin",3
5217,"buttons",3
5218,"buzón",3
5219,"bygones",3
5220,"bys",3
5221,"cabana",3
5222,"cable",3
5223,"cada",3
5224,"calabasas",3
5225,"cancer",3
5226,"cantamo",3
5227,"captain",3
5228,"carajo",3
5229,"caramel",3
5230,"caroling",3
5231,"caused",3
5232,"caution",3
5233,"cautious",3
5234,"cayenne",3
5235,"cd",3
5236,"ced",3
5237,"ceilin",3
5238,"cent",3
5239,"chainz",3
5240,"champ",3
5241,"chandelier's",3
5242,"charles",3
5243,"chaser",3
5244,"cheaper",3
5245,"checkers",3
5246,"cheeks",3
5247,"cheers",3
5248,"chewin",3
5249,"chi",3
5250,"chief",3
5251,"chiefin",3
5252,"chinga",3
5253,"chingamo",3
5254,"chip",3
5255,"chit",3
5256,"chocha",3
5257,"chocolate",3
5258,"choppin",3
5259,"christians",3
5260,"chubbs",3
5261,"chubby",3
5262,"circus",3
5263,"cities",3
5264,"clack",3
5265,"clapping",3
5266,"clash",3
5267,"classics",3
5268,"clearly",3
5269,"clears",3
5270,"cletus",3
5271,"climbing",3
5272,"cling",3
5273,"clones",3
5274,"cluttered",3
5275,"co",3
5276,"coach",3
5277,"coachella",3
5278,"cocky",3
5279,"collar",3
5280,"colombia",3
5281,"colors",3
5282,"comb",3
5283,"comfy",3
5284,"comienza",3
5285,"compete",3
5286,"compromise",3
5287,"concert",3
5288,"concrete",3
5289,"condos",3
5290,"confetti",3
5291,"consequences",3
5292,"considered",3
5293,"consignment",3
5294,"consistently",3
5295,"conspicuous",3
5296,"constantly",3
5297,"continued",3
5298,"convicted",3
5299,"coolers",3
5300,"copperhead",3
5301,"copters",3
5302,"coretta",3
5303,"coroner",3
5304,"corporate",3
5305,"corvette",3
5306,"countdowns",3
5307,"countries",3
5308,"countryside",3
5309,"cove",3
5310,"cow",3
5311,"cracks",3
5312,"cranking",3
5313,"cranks",3
5314,"crawlin",3
5315,"crawling",3
5316,"crawlspace",3
5317,"crazier",3
5318,"creative",3
5319,"crème",3
5320,"criminal",3
5321,"critic",3
5322,"crossbody",3
5323,"crumble",3
5324,"cualquiera",3
5325,"cubans",3
5326,"culpa",3
5327,"cult",3
5328,"cura",3
5329,"curfew",3
5330,"currency",3
5331,"current",3
5332,"curved",3
5333,"cutters",3
5334,"cycle",3
5335,"dagger",3
5336,"dale",3
5337,"dame",3
5338,"dancers",3
5339,"dances",3
5340,"dar",3
5341,"darte",3
5342,"datin",3
5343,"dating",3
5344,"dawg's",3
5345,"ddawg",3
5346,"deaf",3
5347,"decision",3
5348,"decoratin",3
5349,"dee",3
5350,"deepfried",3
5351,"degree",3
5352,"deja",3
5353,"dejas",3
5354,"dejo",3
5355,"delusional",3
5356,"demonstrate",3
5357,"denied",3
5358,"denim",3
5359,"depresión",3
5360,"desaparecer",3
5361,"describe",3
5362,"desk",3
5363,"desperate",3
5364,"destruction",3
5365,"detectives",3
5366,"determine",3
5367,"devilish",3
5368,"dhl",3
5369,"dial",3
5370,"diana",3
5371,"dickory",3
5372,"diesel",3
5373,"diet",3
5374,"diffie",3
5375,"difícil",3
5376,"digit",3
5377,"dim",3
5378,"dimes",3
5379,"dimples",3
5380,"dirtball",3
5381,"dismissed",3
5382,"disorder",3
5383,"distraction",3
5384,"ditto",3
5385,"diver",3
5386,"doc",3
5387,"doce",3
5388,"doctor's",3
5389,"dodged",3
5390,"dodgin",3
5391,"dom",3
5392,"domain",3
5393,"donut",3
5394,"doorstep",3
5395,"dove",3
5396,"downfall",3
5397,"downs",3
5398,"draining",3
5399,"drastic",3
5400,"dread",3
5401,"dripper",3
5402,"dripping",3
5403,"driven",3
5404,"dropping",3
5405,"drought",3
5406,"dually",3
5407,"dubba",3
5408,"dude's",3
5409,"duh",3
5410,"dura",3
5411,"during",3
5412,"dyin'know",3
5413,"earnings",3
5414,"earthquake",3
5415,"education",3
5416,"eeriness",3
5417,"eggshells",3
5418,"elevate",3
5419,"elevator",3
5420,"embrace",3
5421,"empezó",3
5422,"engaged",3
5423,"engaño",3
5424,"english",3
5425,"entre",3
5426,"eric",3
5427,"escena",3
5428,"estás",3
5429,"estos",3
5430,"eternity",3
5431,"evenin",3
5432,"exchange",3
5433,"exciting",3
5434,"exist",3
5435,"exorcise",3
5436,"expert",3
5437,"extension",3
5438,"extras",3
5439,"eyein",3
5440,"fairfax",3
5441,"farrow's",3
5442,"fashioned",3
5443,"fathom",3
5444,"fe",3
5445,"feather",3
5446,"feature",3
5447,"fetti",3
5448,"fettuccine",3
5449,"fiddles",3
5450,"fiend",3
5451,"finance",3
5452,"findin",3
5453,"fingiendo",3
5454,"fireplace",3
5455,"firin",3
5456,"fixed",3
5457,"fixin",3
5458,"flashbacks",3
5459,"flauge",3
5460,"fleece",3
5461,"fleet",3
5462,"flickering",3
5463,"flips",3
5464,"floats",3
5465,"flock",3
5466,"flops",3
5467,"fluke",3
5468,"flushed",3
5469,"foes",3
5470,"foggy",3
5471,"fon",3
5472,"forces",3
5473,"forfeit",3
5474,"forgis",3
5475,"forgivin",3
5476,"forgotten",3
5477,"forma",3
5478,"formula",3
5479,"fortune",3
5480,"foundation",3
5481,"frank",3
5482,"franklin",3
5483,"freebandz",3
5484,"french",3
5485,"fronted",3
5486,"fruit",3
5487,"frustratin",3
5488,"fu",3
5489,"fuel",3
5490,"fully",3
5491,"fumarme",3
5492,"function",3
5493,"funky",3
5494,"fuse",3
5495,"gal",3
5496,"gallery",3
5497,"gana",3
5498,"gangbang",3
5499,"gear",3
5500,"geek",3
5501,"gentlemen",3
5502,"giant",3
5503,"giddy",3
5504,"giuseppe",3
5505,"gives",3
5506,"gleam",3
5507,"glide",3
5508,"glidin",3
5509,"glisten",3
5510,"global",3
5511,"glove",3
5512,"golly",3
5513,"gorilla",3
5514,"gps",3
5515,"grabbed",3
5516,"gracia",3
5517,"gravity",3
5518,"grease",3
5519,"greater",3
5520,"greet",3
5521,"gresham",3
5522,"grey",3
5523,"grim",3
5524,"grippin",3
5525,"griselda",3
5526,"gritty",3
5527,"groupies",3
5528,"grra",3
5529,"grudge",3
5530,"gunshots",3
5531,"gushers",3
5532,"gustan",3
5533,"gustó",3
5534,"habits",3
5535,"han",3
5536,"hank",3
5537,"hardwood",3
5538,"harley",3
5539,"haul",3
5540,"hazme",3
5541,"headin",3
5542,"healin",3
5543,"heals",3
5544,"hearing",3
5545,"helicopter",3
5546,"helping",3
5547,"hermes",3
5548,"hesitatin",3
5549,"hesitation",3
5550,"hibachi",3
5551,"hickey",3
5552,"hickory",3
5553,"highgate",3
5554,"hilfiger",3
5555,"hill",3
5556,"hitter",3
5557,"hizo",3
5558,"holler",3
5559,"hollows",3
5560,"horns",3
5561,"hotbox",3
5562,"houston",3
5563,"howl",3
5564,"hp",3
5565,"hublot",3
5566,"hungover",3
5567,"hunter",3
5568,"hurricane",3
5569,"hustlers",3
5570,"hydro",3
5571,"iceberg",3
5572,"icky",3
5573,"ie",3
5574,"ignited",3
5575,"igor",3
5576,"ike",3
5577,"illest",3
5578,"immortal",3
5579,"imperfections",3
5580,"incredible",3
5581,"india",3
5582,"industry",3
5583,"influence",3
5584,"insta",3
5585,"intended",3
5586,"introduction",3
5587,"irrelevant",3
5588,"israeli",3
5589,"itching",3
5590,"jason",3
5591,"jealousy",3
5592,"jell",3
5593,"joc",3
5594,"joda",3
5595,"johnny",3
5596,"joker",3
5597,"jonas",3
5598,"jordans",3
5599,"judging",3
5600,"junt",3
5601,"jupiter",3
5602,"juveniles",3
5603,"kaepernick",3
5604,"kamikaze",3
5605,"karaoke",3
5606,"karol",3
5607,"kat",3
5608,"keeper",3
5609,"kel",3
5610,"kelly",3
5611,"ken",3
5612,"kenny",3
5613,"ketchup",3
5614,"kicks",3
5615,"kidney",3
5616,"kumbaya",3
5617,"kush",3
5618,"l.b.c",3
5619,"lab",3
5620,"lacing",3
5621,"ladder",3
5622,"laden",3
5623,"lagos",3
5624,"lalalalalalala",3
5625,"lamborghinis",3
5626,"landing",3
5627,"lashes",3
5628,"laughed",3
5629,"lawn",3
5630,"leading",3
5631,"leaning",3
5632,"lears",3
5633,"lease",3
5634,"ledge",3
5635,"lee",3
5636,"legal",3
5637,"leon",3
5638,"les",3
5639,"lewis",3
5640,"lex",3
5641,"lifelike",3
5642,"liga",3
5643,"lighter",3
5644,"lightin",3
5645,"lightning",3
5646,"limb",3
5647,"lime",3
5648,"linda",3
5649,"lingo",3
5650,"lint",3
5651,"liquid",3
5652,"llame",3
5653,"llena",3
5654,"llora",3
5655,"llorando",3
5656,"loadin",3
5657,"loaf",3
5658,"lockdown",3
5659,"locs",3
5660,"longest",3
5661,"longing",3
5662,"loosen",3
5663,"lotus",3
5664,"lou",3
5665,"lounge",3
5666,"luckily",3
5667,"lugz",3
5668,"lunay",3
5669,"luxury",3
5670,"lynched",3
5671,"mack",3
5672,"madness",3
5673,"magical",3
5674,"mags",3
5675,"mamá",3
5676,"mañana",3
5677,"manera",3
5678,"mania",3
5679,"mannequin",3
5680,"marii",3
5681,"martian",3
5682,"massage",3
5683,"matchin",3
5684,"maybachs",3
5685,"me's",3
5686,"medio",3
5687,"meets",3
5688,"mein",3
5689,"melly",3
5690,"meno",3
5691,"mentality",3
5692,"mentira",3
5693,"merle",3
5694,"metallic",3
5695,"meto",3
5696,"migos",3
5697,"millisecond",3
5698,"mine's",3
5699,"mines",3
5700,"mini",3
5701,"misled",3
5702,"misunderstood",3
5703,"modern",3
5704,"modest",3
5705,"modo",3
5706,"mold",3
5707,"moneyap",3
5708,"moonwalkin",3
5709,"morocco",3
5710,"mosh",3
5711,"mouse",3
5712,"mrs",3
5713,"murk",3
5714,"mute",3
5715,"mvp",3
5716,"mystified",3
5717,"naeco",3
5718,"napkins",3
5719,"nascar",3
5720,"nature",3
5721,"neat",3
5722,"necesita",3
5723,"needle",3
5724,"nelly",3
5725,"nephew",3
5726,"nerd",3
5727,"never'cause",3
5728,"nicky",3
5729,"niece",3
5730,"ningún",3
5731,"nitty",3
5732,"northside",3
5733,"nough",3
5734,"ns",3
5735,"nurses",3
5736,"nuttin",3
5737,"ɲi",3
5738,"o'neal",3
5739,"o's",3
5740,"oath",3
5741,"obsession",3
5742,"office",3
5743,"ojos",3
5744,"okurr",3
5745,"olvidar",3
5746,"olvidarse",3
5747,"olvidarte",3
5748,"omar",3
5749,"oogie",3
5750,"oop",3
5751,"orma",3
5752,"ouch",3
5753,"outnumbered",3
5754,"oven",3
5755,"overnight",3
5756,"overthink",3
5757,"oxygen",3
5758,"pablo",3
5759,"paced",3
5760,"pages",3
5761,"painkillers",3
5762,"palms",3
5763,"panties",3
5764,"pantisito",3
5765,"par",3
5766,"para'o",3
5767,"parade",3
5768,"parties",3
5769,"patron",3
5770,"peach",3
5771,"pedal",3
5772,"pego",3
5773,"pelicans",3
5774,"penis",3
5775,"percocet",3
5776,"perdóname",3
5777,"perfectly",3
5778,"perfume",3
5779,"permanent",3
5780,"pesos",3
5781,"peta",3
5782,"phrase",3
5783,"phy",3
5784,"piedad",3
5785,"pies",3
5786,"pine",3
5787,"pitch",3
5788,"planes",3
5789,"players",3
5790,"pleasure",3
5791,"plo",3
5792,"plumber",3
5793,"plural",3
5794,"plushed",3
5795,"pneumonia",3
5796,"pokémon",3
5797,"ponen",3
5798,"popcorn",3
5799,"popeye's",3
5800,"port",3
5801,"posing",3
5802,"position",3
5803,"possible",3
5804,"potato",3
5805,"prescripted",3
5806,"presence",3
5807,"pretendo",3
5808,"prettiest",3
5809,"prevail",3
5810,"prime",3
5811,"principle",3
5812,"print",3
5813,"problem's",3
5814,"proceed",3
5815,"promoter",3
5816,"promotin",3
5817,"props",3
5818,"protective",3
5819,"protein",3
5820,"psych",3
5821,"pt",3
5822,"pulse",3
5823,"pumpin",3
5824,"pushing",3
5825,"puso",3
5826,"puts",3
5827,"putting",3
5828,"pyrex",3
5829,"qaeda",3
5830,"quarantine",3
5831,"quarterback",3
5832,"quay",3
5833,"quien",3
5834,"quieras",3
5835,"quisiera",3
5836,"quisiste",3
5837,"quizá",3
5838,"racing",3
5839,"racked",3
5840,"racking",3
5841,"rainy",3
5842,"raisin",3
5843,"ranch",3
5844,"random",3
5845,"rank",3
5846,"reachin",3
5847,"reaching",3
5848,"reaper",3
5849,"recall",3
5850,"recordar",3
5851,"relationship",3
5852,"remedy",3
5853,"replaced",3
5854,"reset",3
5855,"respond",3
5856,"retreat",3
5857,"revolves",3
5858,"rex",3
5859,"richie",3
5860,"rider",3
5861,"rides",3
5862,"righteous",3
5863,"rights",3
5864,"rihanna",3
5865,"rippin",3
5866,"risks",3
5867,"rogue",3
5868,"role",3
5869,"roller",3
5870,"romaine",3
5871,"rooftop",3
5872,"rookie",3
5873,"roots",3
5874,"rosy",3
5875,"rowdy",3
5876,"royalty",3
5877,"rugers",3
5878,"rumbear",3
5879,"runner",3
5880,"runs",3
5881,"runtz",3
5882,"ruth",3
5883,"safety",3
5884,"sag",3
5885,"sake",3
5886,"salida",3
